,Case_Number,date_cn,Type,Activity,Country,Area,Location,Sex,Age,Injury,Fatal_(Y/N),Time,Species,original_order
5618,1876.00.00.c,,UNPROVOKED,,ENGLAND,"Between Hastings & Fairlight, Sussex",,M,,Leg abraded,N,,BLUE OR PORBEAGLE SHARK,375
5619,1876.00.00.b,,UNPROVOKED,PEARL DIVING,AUSTRALIA,Western Australia,Between De Grey River and Port Walcott,M,,"""Severely bitten"" but survived",N,,,374
5620,1876.00.00.a,,UNPROVOKED,,AUSTRALIA,New South Wales,Sydney,M,,"FATAL, ""his side was  bitten""",Y,,,373
5621,1875.11.27.R,1875-11-27,UNPROVOKED,FISHING,AUSTRALIA,New South Wales,Clarence Heads,M,,Foot severed at ankle,N,,,372
5622,1875.08.10,1875-08-10,INVALID,,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",,,"Press reported that a 3 m shark  was caught with human remains in its gut, but  remains were those of a porpoise according to medical examiner",Y,,,371
5623,1875.03.03,1875-03-03,UNPROVOKED,BATHING,NEW ZEALAND,North Island,Tauranga,M,3.0,FATAL,Y,,,370
5624,1875.01.20.R,1875-01-20,INVALID,BATHING,AUSTRALIA,Queensland,Mary River,M,,"Forehead bitten, but shark involvement questionable",N,,,369
5625,1874.11.21,1874-11-21,UNPROVOKED,BATHING,AUSTRALIA,Queensland,Maryborough,M,,Thigh bitten,N,,10' SHARK,368
5626,1875.00.00,,UNPROVOKED,SITTING ON GUNWALE OF BOAT,AUSTRALIA,Western Australia,Sharks Bay,M,,FATAL,Y,,,367
5627,1874.11.14.R,1874-11-14,BOATING,FISHING,CROATIA,Zadar County,"Lika-Senj, Pag Island",,,"Shark damaged boat, but no injury to occupants",N,,,366
5628,1874.07.23,1874-07-23,BOATING,FISHING,FRANCE,,,,,Shark and boat collided. No injury to occupants,N,,,365
5629,1874.07.15.R,1874-07-15,UNPROVOKED,FISHING,USA,Hawaii,Waikiki,M,,Thumb & thigh lacerated,N,,,364
5630,1874.07.15,1874-07-15,UNPROVOKED,BATHING,USA,New York,Coney Island,M,,Lacerations to groin,N,Afternoon,"68"" SHARK",363
5631,1874.06.15.b.R,1874-06-15,UNPROVOKED,ESCAPING FROM BLACKBIRDING VESSEL,KIRIBATI,Gilbert Islands,Beru,M,,FATAL,Y,,,362
5632,1874.06.15.a.R,1874-06-15,UNPROVOKED,SALVAGING A SHIPWRECK,,,,M,,Heel bitten,N,,,361
5633,1874.04.20.R,1874-04-20,BOATING,FISHING,CANADA,Newfoundland,St. Pierre Bank ,M,,Shark bit & tipped the dory,N,,WHITE SHARK,360
5634,1874.01.09,1874-01-09,UNPROVOKED,BATHING,AUSTRALIA,New South Wales,"Darling Harbor, Sydney",M,,Thigh  severely bitten,N,,,359
5635,1874.00.00,,BOATING,FLEET OF CANOES CAUGHT BY A SQUALL AND CHARGED BY SHARKS.,TUVALU,,Between Nanumea & Nanumaga Atolls,,,"2 people out of +70 survived, one of whom was bitten by sharks",Y,Night,,358
5636,1873.07.28,1873-07-28,PROVOKED,FISHING (SEINING),USA,Maryland,Chester River,M,,Leg severely bitten by netted shark. Lower leg surgically amputated PROVOKED INCIDENT,N,,,357
5637,1873.06.09.R,1873-06-09,INVALID,BATHING,AUSTRALIA,New South Wales,Newcastle ,M,,Shark involvement prior to death was  not confirmed,Y,,,356
5638,1873.01.09.R,1873-01-09,UNPROVOKED,BATHING,AUSTRALIA,Queensland,White Cliffs,M,,Survived,N,,HAMMERHEAD SHARK,355
5639,1873.00.00,,UNPROVOKED,SWIMMING / ESCAPING IMPRISONMENT,CUBA,Havana Province,Havana Harbor,M,27.0,"Legs severed bitten, later surgically amputated",N,,,354
5640,1872.11.30.R,1872-11-30,UNPROVOKED,SWIMMING TO AVOID CAPTURE,INDIAN OCEAN?,,,M,,FATAL,Y,,,353
5641,1872.11.24,1872-11-24,INVALID,,AZORES,,,M,,"No injury, but according to Fosdyk, captain & crew were killed by sharks",N,,,352
5642,1872.08.07.R,1872-08-07,INVALID,FISHING,CROATIA,,Fiume,M,,No injury,,,,351
5643,1872.04.03.R,1872-04-03,UNPROVOKED,CANOEING,USA,Hawaii,Kawahae,M,,"Thigh bitten, shark teeth embedded in canoe",N,,,350
5644,1872.02.26,1872-02-26,SEA DISASTER,WRECK OF THE 150-TON BRIG MARIA,AUSTRALIA,Queensland,Bramble Reef,,,"FATAL, some were taken by sharks",Y,,,349
5645,1872.01.28,1872-01-28,INVALID,BOAT CAPSIZED,FIJI,Lomaiviti Provine,"Levuka Point, Ovalau Island",M,,Probable drowning,Y,dusk,,348
5646,1872.00.00,,SEA DISASTER,ADRIFT ON A RAFT,SOUTH ATLANTIC OCEAN,Off the coast of South America,,M,,Leg bitten,N,Midnight,,347
5647,1871.12.11.R,1871-12-11,INVALID,,AUSTRALIA,New South Wales,Hawkesbury River,M,,Human remains recovered from 11' shark,N,,,346
5648,1871.08.29.R,1871-08-29,UNPROVOKED,FISHING,USA,Hawaii,,M,,Limbs severed,N,,,345
5649,1871.08.00,1871-08-01,PROVOKED,SHARK FISHING,USA,New York,Long Island,M,,Hand injured PROVOKED INCIDENT,N,,,344
5650,1871.05.22.R,1871-05-22,UNPROVOKED,BATHING,SRI LANKA,Eastern Province,Trincomalee,M,,Severe laceration to thigh,N,,,343
5651,1871.03.24,1871-03-24,UNPROVOKED,BATHING,INDIA,"22ºN, 88ºE",Hoogly River at Multah,M,30.0,"FATAL, left thigh & buttock bitten, died of pneumonia 7 weeks later  ",Y,,,342
5652,1871.00.00.c,,UNPROVOKED,,AUSTRALIA,New South Wales,Manning River,M,,"FATAL, ""caught by legs"" ",Y,,,341
5653,1871.00.00.b,,UNPROVOKED,,AUSTRALIA,Queensland,Brisbane River,M,,Survived,N,,,340
5654,1871.00.00.a,,UNPROVOKED,FISHING,AUSTRALIA,New South Wales,Jervis Bay & Long Reef,M,,Feet grabbed,N,Night,WOBBEGONGS,339
5655,1870.07.27,1870-07-27,UNPROVOKED,BATHING,USA,North Carolina,"Smithville (now Southport), Brunswick County",M,,Foot bitten & toe severed,N,,,338
5656,1870.06.19,1870-06-19,UNPROVOKED,BATHING,INDIA,"22ºN, 88ºE","Calcutta, Hoogly River at  one of the ghats",M,40.0,"Left arm bitten, developed gangrene, surgically amputated",N,,,337
5657,1870.06.01,1870-06-01,UNPROVOKED,BATHING / STANDING,INDIA,West Bengal,"Hoogly River, Calcutta",M,40.0,"Right foot & leg bitten, surgically amputated",N,,,336
5658,1870.05.26.R,1870-05-26,UNPROVOKED,FISHING,AUSTRALIA,Queensland,Moreton Island,M,13.0,bite to lower leg,N,,,335
5659,1870.05.18,1870-05-18,UNPROVOKED,BATHING,INDIA,"22ºN, 88ºE","Hatkolah, Ghat,",M,39.0,4 irregular lacerated wounds on right arm,N,,,334
5660,1870.05.11,1870-05-11,UNPROVOKED,BATHING,INDIA,"22ºN, 88ºE",Near Sobah Bazar,M,40.0,3 lacerated irregular wounds on anterior left thigh,N,,,333
5661,1870.01.09,1870-01-09,UNPROVOKED,BATHING,AUSTRALIA,Queensland,Brisbane River,M,17.0,Right thigh bitten,N,,,332
5662,1870.00.00,,INVALID,CANOEING,AUSTRALIA,Tasmania,Derwent River,M,,Shark bit canoe in half & bit man. Note: There is an earlier story of FATAL shark attack in same river,N,,,331
5663,1869.04.15.R,1869-04-15,UNPROVOKED,NET FISHING,AUSTRALIA,South Australia,Cape Elizabeth,M,,Foot bitten,N,,"TIGER SHARK, 7'",330
5664,1869.04.10,1869-04-10,INVALID,FELL OVERBOARD,,,,M,,"FATAL, but shark involvement prior to death was not determined",Y,,,329
5665,1868.09.01,1868-09-01,UNPROVOKED,,ITALY,Adriatic Sea,Trieste,M,,FATAL,Y,,WHITE SHARK,328
5666,1868.05.13,1868-05-13,UNPROVOKED,STANDING,INDIA,Hoogly River,Ghat,M,35.0,"FATAL, upper left thigh, groin & buttocks severely bitten, leg surgically amputated at the hip  ",Y,Before 10h30,IDENTIFIED AS C. GANGETICUS BY DR. J. FAYRER,327
5667,1868.01.17,1868-01-17,SEA DISASTER,A JUNK FOUNDERED,VIETNAM,,Cohong,M,,FATAL,Y,,,326
5668,1868.01.04.R,1868-01-04,SEA DISASTER,FISHING,AUSTRALIA,South Australia,Belfast (now Port Fairy),,,"No injury to occupants, shark's teeth embedded in keel",N,,,325
5669,1868.00.00.b,,UNPROVOKED,SWIMMING,AUSTRALIA,Torres Strait,South Aroo Island,M,,FATAL,Y,,,324
5670,1868.00.00.a,,UNPROVOKED,BATHING CLOSE INSHORE,NEW ZEALAND,North Island,"Brickfield Bay, Auckland Harbour",M,,Thigh bitten,N,,"""SHARK CAUGHT LATER""",323
5671,1867.08.22.R,1867-08-22,UNPROVOKED,SWIMMING,EGYPT,,Port Said,M,,FATAL,Y,,,322
5672,1867.08.00,1867-08-01,UNPROVOKED,BOAT FROM THE AUSTRIAN SHIP ELIZABETH,MEXICO,Veracruz ,Vera Cruz Harbor,M,,FATAL,Y,,,321
5673,1867.06.26,1867-06-26,SEA DISASTER,BOAT FROM SHIP JOSEPHINE CAPSIZED IN SQUALL,CUBA,Villa Clara Province,Remedios,M,,FATAL,Y,,,320
5674,1867.00.00,,UNPROVOKED,PAINTING A SHIP,CUBA,Matanzas Province (north coast),Matanzas,M,,"FATAL, pulled off float by shark, body not recovered ",Y,,,319
5675,1866.04.24.R,1866-04-24,INVALID,FELL OVERBOARD,AUSTRALIA,Western Australia,Off De Grey river,M,,Thought to have been taken by a shark. Body was not recovered,Y,,,318
5676,1865.09.02,1865-09-02,UNPROVOKED,SWIMMING ALONGSIDE THE SCHOONER CATHERINE WILCOX,USA,New York,"Greenport Sound, Long Island",M,17.0,Multiple lacerations,N,09h00,,317
5677,1865.07.18.R,1865-07-18,UNPROVOKED,BATHING,USA,Texas,Brazos,M,,FATAL,Y,,,316
5678,1865.03.01.R,1865-03-01,BOATING,FISHING,SOUTH AFRICA,Western Cape Province,St. Helena Bay,M,,"FATAL: Boat capsized, sharks took fishermen",Y,,,315
5679,1865.00.00,,BOATING,BOARDING A SHIP,AUSTRALIA,South Australia,Semaphore,,,"No injury to pilot, oar bitten",N,,,314
5680,1864.09.18.R,1864-09-18,PROVOKED,DRAGGING A SHARK,FRANCE,Alpes Maritime,Antibes,M,,Knee bitten PROVOKED INCIDENT,N,,1.5 M SHARK,313
5681,1864.09.00,1864-09-01,UNPROVOKED,,SCOTLAND,Edinburgh,Granton,M,,Leg bitten 3 times,N,,3' SHARK,312
5682,1864.08.12,1864-08-12,UNPROVOKED,SWIMMING,USA,New York,Mahattan,M,13.0,Left thigh severely bitten,N,,,311
5683,1864.07.25,1864-07-25,UNPROVOKED,BATHING,SPAIN,Eastern Catalona,Badalona,M,,FATAL,Y,Evening,,310
5684,1864.01.27.R,1864-01-27,UNPROVOKED,COMING ASHORE ON A HAWSER,PANAMA,Colón Province,Aspinwall (Colón),M,,FATAL,Y,,,309
5685,1864.01.16.R,1864-01-16,UNPROVOKED,BOAT SWAMPED,NEW ZEALAND,Foveaux Strait,Stewart Island,M,,FATAL,Y,,,308
5686,1864.01.02,1864-01-02,UNPROVOKED,STANDING / BATHING,NEW ZEALAND,North Island,"Brickfield Bay, Auckland Harbour",M,,Minor injury to hip,N,,,307
5687,1864.00.00,,INVALID,SWIMMING,AUSTRALIA,South Australia,"Corio Bay, Port Phillip",M,,"Presumed Fatal, but shark involvement not confirmed",Y,,,306
5688,1863.12.14,1863-12-14,UNPROVOKED,"BATHING NEAR WHALING SHIP (BARK A. R. TUCKER OF NEW BEDFORD, MASSACHUSETTS)",GUINEA,Conakry Region,Ile de Loss,M,18.0,"FATAL ""Most of leg torn away . . .  Buried on Island of DeLoss on the west coast of Africa""",Y,Evening,,305
5689,1863.09.13.R,1863-09-13,UNPROVOKED,BATHING,USA,South Carolina,"Stono Inlet, near Charleston, Charleston County",M,,Thrown into the air & bruised,N,,,304
5690,1863.04.00,1863-04-01,UNPROVOKED,LAUNCHING A BOAT,AUSTRALIA,Queensland,Caloundra Heads,M,,FATAL,Y,,2 SHARKS,303
5691,1863.03.05,1863-03-05,UNPROVOKED,FLOATING ON BACK,AUSTRALIA,Victoria,Brighton,M,,Lacerations to right torso & ankle,N,20h00,,302
5692,1863.02.05,1863-02-05,INVALID,"SWIMMING, CAUGHT IN STRONG BACKWASH & DISAPPEARED",SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",M,26.0,Shark caught 9 days later contained human remains thought to be those of Canham,Y,,3.2 M [10.5'] SHARK,301
5693,1863.01.10,1863-01-10,UNPROVOKED,BATHING,AUSTRALIA,New South Wales,"""Bellynahinch"" on the Manning River",M,17.0,FATAL,Y,Evening,,300
5694,1863.00.00.R,,UNPROVOKED,SWIMMING,GREECE,Corfu,,M,,FATAL,Y,,,299
5695,1862.12.22,1862-12-22,UNPROVOKED,SWIMMING,NEW ZEALAND,North Island,"Soldier's Point, Brick Bay, Auckland",M,28.0,Right thigh and left foot severely bitten,N,06h00 -- 07h00,,298
5696,1862.12.19.R,1862-12-19,UNPROVOKED,TRYING TO CATCH A WOUNDED BIRD,AUSTRALIA,Queensland,Brisbane River,M,,FATAL,Y,,,297
5697,1862.12.04,1862-12-04,INVALID,,NEW ZEALAND,South Island,Lyttleton?,,,,UNKNOWN,,,296
5698,1862.08.15.R,1862-08-15,UNPROVOKED,BATHING,SPAIN,,A Spanish port,F,,Survived,N,,,295
5699,1862.08.02.R,1862-08-02,INVALID,,SPAIN,Malaga,Fuengirola,M,,Possible drowning and scavenging,,,,294
5700,1862.07.25,1862-07-25,UNPROVOKED,SWIMMING,SPAIN,Malaga,San Andres Beach,M,18.0,FATAL,Y,,,293
5701,1862.07.14,1862-07-14,UNPROVOKED,,SPAIN,Cádiz,Off Algeciras,M,18.0,FATAL,Y,,16' SHARK,292
5702,1862.07.13,1862-07-13,UNPROVOKED,SWIMMING ALONGSIDE THE SS KEARSARGE,SPAIN,Cádiz,Off Algeciras,M,,FATAL,Y,18h30,16' SHARK,291
5703,1862.06.03,1862-06-03,UNPROVOKED,,SOUTH AFRICA,KwaZulu-Natal,Durban Harbor,M,,"""Very severe wounds""",N,,,290
5704,1862.05.05,1862-05-05,UNPROVOKED,BATHING,SOUTH AFRICA,KwaZulu-Natal,Durban,M,,Lacerations,N,,,289
5705,1862.00.00.b,,UNPROVOKED,,USA,Hawaii,Puna,F,,Ankle bitten,N,,,288
5706,1862.00.00.a,,UNPROVOKED,BOAT OF A HAWAIIAN BRIG WAS STOVE IN BY  WHALE,JAPAN,Bonin Islands,,M,,FATAL,Y,,,287
5707,1861.11.10,1861-11-10,UNPROVOKED,BATHING ALONGSIDE THE AMERICAN SHIP THOMAS W. SEARS,SINGAPORE,,,M,,FATAL,Y,10h30,,286
5708,1861.09.25.R,1861-09-25,UNPROVOKED,DESERTING THE BARK NAZARENE,CUBA,,60 miles off Trinidad de Cuba,M,,Lacerations,N,,,285
5709,1861.03.00,1861-03-01,UNPROVOKED,BATHING,NEW ZEALAND,North Island,"Wynyard Wharf, Auckland Harbor",M,,"""Severely bitten but recovered""",N,,,284
5710,1861.02.12.R,1861-02-12,UNPROVOKED,SWIMMING,EQUATORIAL GUINEA / CAMEROON,Fernando Po Island,,M,,FATAL,Y,,,283
5711,1861.01.15.R,1861-01-15,UNPROVOKED,BATHING,AUSTRALIA,Queensland,Cleveland,M,,Lacerations to fingers,N,,,282
5712,1860.12.26,1860-12-26,UNPROVOKED,BATHING,AUSTRALIA,New South Wales,"The Domain, Sydney",M,,Lacerations to leg,N,,,281
5713,1860.08.01,1860-08-01,UNPROVOKED,SWIMMING,USA,New York,Brooklyn,M,,Toe severed,N,Evening,,280
5714,1860.04.00.b,1860-04-01,UNPROVOKED,SWIMMING,NEW ZEALAND,North Island,"Princes Wharf, Auckland Harbor",M,,"Leg bitten, surgically amputated",N,,,279
5715,1860.04.00.a,1860-04-01,UNPROVOKED,BATHING,NEW ZEALAND,North Island,"St. George's Bay, Auckland Harbor",M,,FATAL Foot & leg bitten,Y,,"4' ""GROUND SHARK""",278
5716,1860.03.27,1860-03-27,SEA DISASTER,43-TON SCHOONER IRENE CAPSIZED & SANK,COOK ISLANDS,Mangaia Island,,M,,Probable drowning ,Y,,,277
5717,1860.03.11,1860-03-11,UNPROVOKED,"IN BOAT BEING TOWED BY SHIP, KARNAK",BAHAMAS,New Providence Island,Nassau,M,,FATAL,Y,,REMAINS RECOVERED FROM SHARK CAUGHT DAYS LATER,276
5718,1859.03.16,1859-03-16,UNPROVOKED,FELL OVERBOARD,USA,Hawaii,Off Kawaihae,M,21.0,FATAL,,,,275
5719,1858.08.31,1858-08-31,INVALID,SWIMMING,USA,New York ,"Staten Island, Richmond County",M,,Thought to have been taken by a shark/s. Body not  recovered,Y,,,274
5720,1858.08.29,1858-08-29,INVALID,SWIMMING,USA,New York ,"Staten Island, Richmond County",M,,Thought to have been taken by a shark/s. Bodies not  recovered,Y,,,273
5721,1858.03.14,1858-03-14,UNPROVOKED,BATHING,AUSTRALIA,Victoria,Hobson Bay,M,22.0,FATAL,Y,15h00,,272
5722,1858.01.09.R,1858-01-09,UNPROVOKED,JUMPED OVERBOARD WHILE INTOXICATED,TONGA,Vava'u,,M,,FATAL,Y,,,271
5723,1856.11.30,1856-11-30,UNPROVOKED,,,,,M,22.0,FATAL,Y,,,270
5724,1856.11.25.R,1856-11-25,UNPROVOKED,SWIMMING,FIJI,,,M,,FATAL,Y,,,269
5725,1856.06.21.R,1856-06-21,UNPROVOKED,SWIMMING,ENGLAND,Isle of Wight,Colwell Bay,M,,Survived,Y,,,268
5726,1856.02.06,1856-02-06,UNPROVOKED,SWIMMING,AUSTRALIA,Victoria,Point Henry,M,17.0,Severe bite to thigh. Not known if he survived,UNKNOWN,,,267
5727,1855.11.11,1855-11-11,UNPROVOKED,SWIMMING,AUSTRALIA,Victoria,Melbourne,M,,FATAL,Y,,,266
5728,1855.09.30,1855-09-30,SEA DISASTER,SHIP WILLIAM PENN GROUNDED & BROKE APART,USA,North Carolina,Cape Hatteras,M,,Foot bitten,N,,,265
5729,1855.07.28,1855-07-28,UNPROVOKED,BATHING,,,,M,,FATAL,Y,,,264
5730,1855.04.09.R,1855-04-09,UNPROVOKED,FELL OVERBOARD FROM THE MALACCA,AUSTRALIA,South Australia,Port Wakefield,F,,FATAL,Y,,,263
5731,1855.03.28,1855-03-28,UNPROVOKED,FELL OVERBOARD FROM THE SOBELLA,AUSTRALIA,South Australia,Port Wakefield,M,,FATAL,Y,,,262
5732,1855.02.12.R,1855-02-12,UNPROVOKED,SWIMMING,SOLOMON ISLANDS,Makira-Ulawa Province,Makira Island (Formerly San Cristobal),M,,FATAL,Y,,,261
5733,1855.00.00,,INVALID,SWIMMING,AUSTRALIA,New South Wales,Sydney Harbor,M,,"No injury & although reported as an attack, it  was simply an encounter",N,,,260
5734,1854.04.08.R,1854-04-08,UNPROVOKED,SWIMMING,GREECE,Corfu ,,M,,Leg severed at knee,N,,234-LB SHARK,259
5735,1853.11.08,1853-11-08,UNPROVOKED,SWIMMING,AUSTRALIA,New South Wales,,M,,Leg bitten,N,,,258
5736,1853.09.28,1853-09-28,UNPROVOKED,COMMERCIAL SALVAGE DIVING,USA,North Carolina,"Morehead, Carteret County",M,,No injury. Copper breastplate & harness bitten,N,,WHITE SHARK,257
5737,1853.07.13.R,1853-07-13,UNPROVOKED,SWIMMING,USA,South Carolina,"Charleston Harbor, Charleston County",M,,FATAL,Y,,TIGER SHARK (PREGNANT),256
5738,1853.00.00.d,,UNPROVOKED,FELL INTO THE WATER,AUSTRALIA,Queensland,Moreton Bay,M,,FATAL,Y,,,255
5739,1853.00.00.c,,UNPROVOKED,HARD HAT DIVING,USA,North Carolina,"Morehead, Carteret County",M,,"No injury, copper breastplate punctured",N,,WHITE SHARK,254
5740,1853.00.00.b,,INVALID,HE WAS FIGHTING A SHARK WHEN HIS BOAT CAPSIZED & HE DISAPPEARED,USA,South Carolina,Off the Battery,M,, His gold watch was later found in a shark but death may have been due to drowning,Y,,,253
5741,1853.00.00.a,,UNPROVOKED,KNOCKED OVERBOARD,USA,Florida,"Near Fernandina Bar, Nassau County ",M,,FATAL,Y,,,252
5742,1852.12.19,1852-12-19,INVALID,SWIMMING,AUSTRALIA,New South Wales,"Clark's Island, Sydney Harbor",M,,Shark involvement prior to death was not confirmed,Y,,,251
5743,1852.10.23.R,1852-10-23,PROVOKED,FISHING,PACIFIC OCEAN,Between Australia & USA,,M,,Foot bitten by hooked shark PROVOKED INCIDENT,N,,,250
5744,1852.10.09.R,1852-10-09,UNPROVOKED,FELL OVERBOARD,AUSTRALIA,New South Wales,Coalcliff,M,,FATAL,Y,,,249
5745,1852.08.07,1852-08-07,UNPROVOKED,FELL OVERBOARD,TONGA,Tongatapu,,M,,FATAL,Y,,,248
5746,1852.08.00,1852-08-01,UNPROVOKED,SWIMMING,USA,Virginia,Norfolk,M,,FATAL,Y,,,247
5747,1852.07.28,1852-07-28,INVALID,,ATLANTIC OCEAN,,,F,1.0,Death preceded shark involvement,,,,246
5748,1852.05.24,1852-05-24,UNPROVOKED,SWIMMING FROM CAPSIZED BOAT,SOUTH AFRICA,KwaZulu-Natal,Durban Bay,M,,FATAL,Y,,,245
5749,1852.02.26,1852-02-26,SEA DISASTER,WRECK OF THE STEAMSHIP BIRKENHEAD,SOUTH AFRICA,Western Cape Province,Danger Point,M,,"FATAL. All of the women & children on board survived, but many of the 445 men that perished were taken by sharks",Y,01h50,WHITE SHARKS,244
5750,1852.01.22,1852-01-22,UNPROVOKED,SWIMMING,NEW ZEALAND,North Island,Wellington Harbor,M,,"FATAL, posterior thigh bared to femur, kneecap lacerated ",Y,,SAID TO INVOLVED A 6 M TO 7.3 M [20' TO 24'] SHARK,243
5751,1852.00.00,,UNPROVOKED,"VESSEL CAPSIZED, WADING ASHORE CARRYING AN OAR",USA,South Carolina,"Mount Pleasant, Charleston County",M,,"FATAL, body was not recovered",Y,,,242
5752,1851.06.19.R,1851-06-19,UNPROVOKED,BATHING,MEXICO,Oaxaca,,M,,FATAL,Y,,,241
5753,1851.03.08.R,1851-03-08,UNPROVOKED,SWIMMING,USA,Hawaii,Honolulu Harbor,M,,FATAL,Y,,,240
5754,1851.00.00,,UNPROVOKED,HARD HAT DIVING,USA,California,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",M,,3 toes severed,N,,18' SHARK,239
5755,1850.00.00,,UNPROVOKED,BATHING,NICARAGUA,Lake Nicaragua (fresh water),"Granada, Granada Department",M,,FATAL,Y,,,238
5756,1849.12.09,1849-12-09,UNPROVOKED,,AUSTRALIA,New South Wales,Sydney Harbor,M,,FATAL,Y,,,237
5757,1849.12.01,1849-12-01,UNPROVOKED,BATHING,AUSTRALIA,New South Wales,"Woolloomooloo, Sydney Harbor (Estuary)",M,,FATAL,Y,Afternoon,,236
5758,1849.09.19,1849-09-19,UNPROVOKED,SWIMMING,AUSTRALIA,Victoria,Warrnambool,M,,FATAL,Y,,,235
5759,1849.06.08.b,1849-06-08,UNPROVOKED,ATTEMPTING TO RESCUE WOMAN SEIZED BY SHARK,USA,Florida,"Pensacola, Escambia County",M,,FATAL,Y,,,234
5760,1849.06.08.a,1849-06-08,UNPROVOKED,BATHING,USA,Florida,"Pensacola, Escambia County",F,,FATAL,Y,,,233
5761,1849.01.27,1849-01-27,INVALID,BOAT CAPSIZED,AUSTRALIA,New South Wales,Sydney,M,,Torso bitten but may have been postmorem,Y,,,232
5762,1848.08.31,1848-08-31,UNPROVOKED,SWIMMING,USA,Maryland,Patapsco River,M,15.0,Left leg severely bitten,N,,,231
5763,1848.07.00,1848-07-01,UNPROVOKED,STANDING,ENGLAND,Norfolk,Hunstanton,M,,Shark struck him with its tail,N,,,230
5764,1847.11.30,1847-11-30,UNPROVOKED,SWIMMING,AUSTRALIA,Queensland,Brisbane River,M,,Thigh & calf bitten,N,,,229
5765,1847.07.19,1847-07-19,UNPROVOKED,SWIMMING,GREECE,Corfu,Off the harbor wall at Mandrakina,M,19.0,FATAL,Y,,,228
5766,1847.03.11,1847-03-11,SEA DISASTER,WRECK OF THE SOVEREIGN,AUSTRALIA,Queensland,Moreton Bay,M,,Foot severed,N,,,227
5767,1847.00.00.c,,UNPROVOKED,,AUSTRALIA,Queensland,Moreton Bay,,,Foot severed at ankle joint,N,,,226
5768,1847.00.00.b,,INVALID,SWIMMING,USA,South Carolina,"Charleston Harbor, Charleston County",M,,"Disappeared, thought to have been taken by a shark",Y,,,225
5769,1847.00.00.a,,UNPROVOKED,BOATING,USA,South Carolina,,M,,Hand severed,N,,,224
5770,1846.12.08,1846-12-08,SEA DISASTER,WRECK OF THE USS SOMERS,MEXICO,Veracruz,Vera Cruz,M,,"FATAL, some were taken by sharks",Y,,,223
5771,1845.12.26,1845-12-26,UNPROVOKED,FISHING,AUSTRALIA,New South Wales,Newcastle ,M,,FATAL,Y,,,222
5772,1845.09.16.R,1845-09-16,UNPROVOKED,,ENGLAND,,,M,,Leg severed,N,,,221
5773,1845.09.10.R,1845-09-10,UNPROVOKED,SEINE NETTING,USA,Florida,"Pensacola Bay, Escambia County",M,,FATAL,Y,,,220
5774,1845.00.00.R,,UNPROVOKED,,SIERRA LEONE,,,M,,FATAL,Y,,,219
5775,1844.07.20.,1844-07-20,UNPROVOKED,BOAT CAPSIZED,NAMIBIA,,,M,,FATAL,Y,,,218
5776,1844.07.16.R,1844-07-16,UNPROVOKED,SWIMMING,ALGERIA,,Cape Matifou,M,,FATAL,Y,,,217
5777,1844.05.24,1844-05-24,UNPROVOKED,FELL OVERBOARD,COAST OF AFRICA,Island of St. Thomas,,M,,"FATAL, taken immediately by a shark ",Y,,,216
5778,1844.00.00,,UNPROVOKED,"PORTUGUESE SEAMAN FELL OVERBOARD. BOAT LOWERED TO PICK UP WITH 1ST MATE & 4 CREW, BUT DONE HURRIEDLY & ALL WERE THROWN INTO THE WATER. AS A SECOND BOAT WAS LOWERED, A SHARK WENT AFTER THE 1ST MATE BUT HE WAS RESCUED. THEN THE SHARK WENT AFTER MR. ANDREWS",MADAGASCAR,,,M,,FATAL,Y,,,215
5779,1842.07.06,1842-07-06,PROVOKED,HARASSING A SHARK,USA,New Jersey,"Absecon, Atlantic County",,,Lacerations to leg  PROVOKED INCIDENT,N,,,214
5780,1842.00.00.b,,UNPROVOKED,WASHED OFF CATAMARAN IN THE SURF,INDIA,Tamil Nadu, Chennai (formerly Madras),M,,FATAL,Y,,,213
5781,1842.00.00.a,,UNPROVOKED,"UNKNOWN, BUT IT WAS SAID TO BE THE ""FIRST KNOWN ATTACK IN SYDNEY HARBOUR""",AUSTRALIA,New South Wales,Sydney Harbor,M,,Recovered,N,,,212
5782,1841.03.27,1841-03-27,UNPROVOKED,BATHING,AUSTRALIA,New South Wales,"Cockatoo Island, Sydney",M,,FATAL,Y,14h00,,211
5783,1840.12.00,1840-12-01,UNPROVOKED,SWIMMING,AUSTRALIA,New South Wales,"Off Domain, Sydney Harbor",M,,FATAL,Y,,,210
5784,1840.09.18.R,1840-09-18,UNPROVOKED,,FIJI,Viti Levu Island,Rewa ,M,,Arms & legs severed,N,,,209
5785,1840.02.00,1840-02-01,BOATING,SAILING,AUSTRALIA,Tasmania,George Town Cove,,,"No injury to occupant, shark seized stern post",N,,,208
5786,1840.00.00.a,,UNPROVOKED,ACCIDENTALLY THROWN OVERBOARD & TREADING WATER WHILE AWAITING RESCUE,USA,South Carolina,"Charleston Harbor, Charleston County",M,,"FATAL, body was not recovered",Y,,SAID TO BE A 7.6 M [25'] SHARK,207
5787,1839.11.17,1839-11-17,INVALID,,AUSTRALIA,New South Wales,,M,,"""Drowned, 2 days later his head was bitten off by a shark""",Y,,,206
